Speaker,Attendee,rep_id,Date,Title,Location
6646117284,"[{""NPI"":""7387603766""},{""NPI"":""4503499041""},{""NPI"":""7344445298""}]",1086690205,8/23/2019,dolor quis,Oleszyce
3866821786,"[{""NPI"":""1366590058""},{""NPI"":""6839638235""},{""NPI"":""2255021978""}]",9647781248,4/10/2019,orci eget orci vehicula,Vitoria-Gasteiz
8885204430,"[{""NPI"":""7281416555""},{""NPI"":""0172096243""},{""NPI"":""5297768136""},{""NPI"":""4661071719""}]",2704754175,3/2/2019,ligula pellentesque,Zhangcheng
7330842532,"[{""NPI"":""5597346776""}]",4367957438,10/19/2018,mauris vulputate,Broshniv-Osada
9017679476,"[{""NPI"":""6787560788""},{""NPI"":""7703794171""},{""NPI"":""4933821461""},{""NPI"":""6646117284""},{""NPI"":""8290378645""}]",1933512412,9/27/2019,rutrum ac,Cabeças Verdes
4395023363,"[{""NPI"":""8735784962""},{""NPI"":""0242094686""},{""NPI"":""8184237006""}]",6853799140,10/22/2018,sed interdum,Ostuncalco
8558938288,"[{""NPI"":""3820636048""}]",6875094217,2/25/2019,ut at dolor quis odio,Mulan
3921977835,"[{""NPI"":""6274740864""},{""NPI"":""0268243751""},{""NPI"":""3866821786""}]",1791574453,1/20/2019,lectus pellentesque at nulla suspendisse,Radamata
5716356397,"[{""NPI"":""2725197791""},{""NPI"":""2439798762""},{""NPI"":""7708382084""},{""NPI"":""8253491700""},{""NPI"":""0589084259""}]",0462378121,5/27/2019,amet eros suspendisse accumsan,Opechenskiy Posad
3157311581,"[{""NPI"":""5297768136""},{""NPI"":""5882901839""}]",5017699413,6/19/2019,lacus at turpis donec posuere,Sa Pá
7192349216,"[{""NPI"":""6696640363""},{""NPI"":""9444803023""},{""NPI"":""0053015207""},{""NPI"":""6123749420""},{""NPI"":""9158908625""}]",4247387390,1/9/2019,ipsum dolor sit,Thung Yang Daeng
7854121877,"[{""NPI"":""8669403862""},{""NPI"":""3530163740""},{""NPI"":""9039984212""},{""NPI"":""2380819815""},{""NPI"":""7708382084""}]",3657221037,8/30/2019,nec dui luctus rutrum,Stockholm
9791528772,"[{""NPI"":""8595280819""}]",9239182087,4/22/2019,nec nisi volutpat eleifend donec,Maddela
9258141458,"[{""NPI"":""6383124242""},{""NPI"":""0361884230""},{""NPI"":""0969075561""}]",7105779083,12/11/2018,semper sapien,Tushi
6727825513,"[{""NPI"":""6123749420""},{""NPI"":""3498470523""},{""NPI"":""0647118076""},{""NPI"":""8244981873""},{""NPI"":""0014579480""}]",8733210244,3/26/2019,augue a suscipit nulla,Bello
5683334640,"[{""NPI"":""4445162957""},{""NPI"":""3059594066""},{""NPI"":""9907182656""}]",7737982354,7/1/2019,felis eu sapien cursus vestibulum,Mehmand Chak
8410022966,"[{""NPI"":""0363157883""},{""NPI"":""2871961360""},{""NPI"":""9591791461""},{""NPI"":""3299175882""}]",2937420749,10/12/2019,id turpis integer aliquet,Kowingir
5911112973,"[{""NPI"":""6696640363""},{""NPI"":""7621291974""}]",4202884203,4/30/2019,aliquam quis turpis,Kakuda
8293896841,"[{""NPI"":""1149721324""}]",6474301226,2/11/2019,faucibus accumsan odio curabitur convallis,Mwaya
9063999194,"[{""NPI"":""8249014723""}]",9563307808,4/14/2019,bibendum morbi non quam,Perivóli
8249014723,"[{""NPI"":""9312685791""}]",3931328550,3/18/2019,tortor duis,Ha’erlong
8904255325,"[{""NPI"":""2336637022""},{""NPI"":""9567453721""},{""NPI"":""5812394342""},{""NPI"":""2210247446""}]",4682898133,11/9/2018,enim lorem ipsum dolor,Tombu
1412701643,"[{""NPI"":""4869605872""}]",4406589400,10/29/2018,praesent blandit lacinia,Bobolice
5578502083,"[{""NPI"":""6943013432""}]",6147224291,8/18/2019,metus sapien ut,Mili
8008421177,"[{""NPI"":""1590093755""},{""NPI"":""1383278415""}]",8712194420,11/21/2018,congue risus,Thị Trấn Quan Hóa
1482536870,"[{""NPI"":""2724280199""},{""NPI"":""4697857933""},{""NPI"":""6736083516""},{""NPI"":""7428180848""}]",4034596933,3/12/2019,arcu sed augue aliquam,Daying
8362755792,"[{""NPI"":""9588089719""},{""NPI"":""4229336837""}]",0693457455,6/24/2019,id mauris vulputate,Xiaolong
0355213559,"[{""NPI"":""0536506000""},{""NPI"":""0769830145""}]",2346097784,4/9/2019,lorem ipsum,Göteborg
7330842532,"[{""NPI"":""9473000162""},{""NPI"":""3059594066""},{""NPI"":""9437787751""}]",4594740579,5/5/2019,luctus et ultrices,Temara
5445749053,"[{""NPI"":""5538486591""},{""NPI"":""4781276229""},{""NPI"":""3840263980""}]",8068571796,2/5/2019,orci pede venenatis non sodales,Simpanganduwet
4862985874,"[{""NPI"":""2871961360""},{""NPI"":""7534473918""}]",1235941157,4/4/2019,amet cursus id turpis,Tambov
1277357870,"[{""NPI"":""5445749053""},{""NPI"":""7061151757""},{""NPI"":""8735784962""},{""NPI"":""0304207977""}]",6096009055,8/8/2019,tempor convallis,Luxi
6203610232,"[{""NPI"":""7478060420""},{""NPI"":""3935642784""}]",5793306652,11/20/2018,massa tempor convallis nulla neque,Kulevcha
6676168707,"[{""NPI"":""3873936240""}]",2291627744,9/10/2019,integer aliquet,Margotuhu Kidul
9591791461,"[{""NPI"":""0913125830""},{""NPI"":""4781276229""},{""NPI"":""8742524237""},{""NPI"":""3897897768""},{""NPI"":""5532819459""}]",2143359204,10/31/2018,suspendisse potenti,Krzeszów
7496386340,"[{""NPI"":""3274698784""},{""NPI"":""6696640363""},{""NPI"":""0238657965""},{""NPI"":""6822264043""}]",6352269506,9/3/2019,interdum eu tincidunt in,Bettendorf
1581686382,"[{""NPI"":""1314186108""},{""NPI"":""3929651106""}]",9332368390,2/7/2019,in magna bibendum imperdiet nullam,Rzewnie
7469272615,"[{""NPI"":""3411372559""},{""NPI"":""3999490004""},{""NPI"":""2693293162""}]",1118296298,8/30/2019,libero nam,Megalochórion
3490696336,"[{""NPI"":""2163964876""},{""NPI"":""9878050912""},{""NPI"":""8179915778""},{""NPI"":""8177673084""}]",0317189128,12/1/2018,neque sapien placerat ante,Dniprodzerzhyns’k
2026578567,"[{""NPI"":""3157311581""},{""NPI"":""9674935967""}]",3771854767,2/8/2019,justo eu massa,Utrecht (stad)
5215506973,"[{""NPI"":""8050700925""}]",9901046987,4/2/2019,lorem integer tincidunt,Mala Danylivka
8249014723,"[{""NPI"":""4703209128""},{""NPI"":""2267057123""}]",0580581903,8/25/2019,sagittis nam congue risus,Ulluaya
3299175882,"[{""NPI"":""0589084259""},{""NPI"":""4273602318""},{""NPI"":3953606786},{""NPI"":""2649292431""}]",0181775508,6/24/2019,lacus curabitur at ipsum ac,Mikhaylovsk
3018306953,"[{""NPI"":""8187990236""},{""NPI"":""3107937762""},{""NPI"":""0047361956""}]",7044903568,9/27/2019,adipiscing elit proin,Caratinga
5068277177,"[{""NPI"":""2335800051""},{""NPI"":""3976588849""},{""NPI"":""2081037920""}]",3710195467,4/11/2019,pede malesuada in imperdiet,Kỳ Anh
4020282412,"[{""NPI"":""0917432037""},{""NPI"":""8117774542""},{""NPI"":""1482536870""},{""NPI"":""7330842532""},{""NPI"":""8609043460""}]",4341341431,11/6/2018,lectus aliquam sit amet,Kakuda
4958201440,"[{""NPI"":""6577885192""}]",6788040878,6/4/2019,platea dictumst,Frederiksberg
2122646853,"[{""NPI"":""8577249271""},{""NPI"":""7061151757""},{""NPI"":""2081037920""},{""NPI"":""0881811386""}]",3286365604,11/18/2018,sed ante vivamus,Giedlarowa
8885204430,"[{""NPI"":""7147537114""},{""NPI"":""9075745176""},{""NPI"":""1242997695""},{""NPI"":""3592115715""}]",4906293603,1/8/2019,sed magna,Taboc
9335408220,"[{""NPI"":""3840263980""},{""NPI"":""5518415508""}]",0330572093,10/30/2018,mus etiam vel,Villa Mercedes
5578502083,"[{""NPI"":""0805024921""}]",7854224765,6/4/2019,semper interdum,Gò Dầu
3961671885,"[{""NPI"":""9985719786""},{""NPI"":""7478060420""},{""NPI"":""2209911303""},{""NPI"":""3929651106""}]",1010919319,12/20/2018,mi in porttitor,Mzuzu
5583334363,"[{""NPI"":""3375816359""},{""NPI"":""7703794171""},{""NPI"":""6734301958""},{""NPI"":""3676913345""},{""NPI"":""3324470730""}]",7061024069,10/15/2019,id sapien in sapien,Hudson
2162685434,"[{""NPI"":""7428180848""},{""NPI"":""4617162100""}]",6335798202,9/28/2019,pellentesque quisque porta volutpat erat,Jinlong
4786901180,"[{""NPI"":""1504447093""}]",5166971080,11/23/2018,morbi sem mauris laoreet,Al Qadmūs
8184237006,"[{""NPI"":""4026044416""},{""NPI"":""5391262070""},{""NPI"":""8896992702""},{""NPI"":""6123749420""},{""NPI"":""1542961793""}]",1246214518,9/12/2019,id turpis,Bonga
8173170347,"[{""NPI"":""7469272615""},{""NPI"":""2453494945""},{""NPI"":""9268921456""},{""NPI"":""6273581444""},{""NPI"":""0881811386""}]",4630502184,8/3/2019,congue elementum,Chichaoua
3299175882,"[{""NPI"":""5553063949""}]",0314222791,5/23/2019,interdum mauris non ligula pellentesque,Gutang
1219236861,"[{""NPI"":""3182668366""}]",1309902980,5/29/2019,est donec odio justo,Netvořice
9307707596,"[{""NPI"":""3682510400""},{""NPI"":""1581686382""},{""NPI"":""2503707335""},{""NPI"":""9158908625""},{""NPI"":""4324613613""}]",8464079923,9/16/2019,rutrum ac,Līkak
4958201440,"[{""NPI"":""2815572060""},{""NPI"":""0047361956""},{""NPI"":""1366590058""},{""NPI"":""6676168707""}]",8604760600,12/26/2018,leo rhoncus sed vestibulum,Jianggang
8858097866,"[{""NPI"":""5445749053""},{""NPI"":""5499158770""}]",9812843896,1/23/2019,lectus in quam fringilla,Zhoukou
1867394928,"[{""NPI"":""4344885791""},{""NPI"":""8179915778""},{""NPI"":""8278518521""},{""NPI"":""8589162788""}]",5547360813,6/13/2019,convallis nulla neque,Sebulu
1188042106,"[{""NPI"":""3147432173""},{""NPI"":""8903932595""},{""NPI"":""2225887047""},{""NPI"":""2085462057""}]",7686235174,9/18/2019,sapien a libero nam dui,Mrzezino
9768233729,"[{""NPI"":""3840583284""},{""NPI"":""4032957991""},{""NPI"":""0105322903""},{""NPI"":""1535680156""}]",7751907509,5/20/2019,quam a odio,Luhans’ke
5095812967,"[{""NPI"":""2947368231""},{""NPI"":""9158908625""},{""NPI"":""3236424613""},{""NPI"":""6359885034""},{""NPI"":""2503804012""}]",3559340099,3/17/2019,vulputate vitae nisl,Tumen
5583334363,"[{""NPI"":""8904255325""},{""NPI"":""7273621706""},{""NPI"":""9587376919""},{""NPI"":""2472644922""},{""NPI"":""2815572060""}]",9730874635,9/13/2019,metus sapien ut,Qingshi
8372755299,"[{""NPI"":""2334278564""},{""NPI"":""0242094686""},{""NPI"":""0722291973""},{""NPI"":""5829196514""},{""NPI"":""0776164376""}]",8778105509,9/13/2019,nunc vestibulum,Nanger
4829588411,"[{""NPI"":""2381338020""},{""NPI"":""0797749489""}]",3335241397,5/13/2019,elementum eu,Patos
1155695119,"[{""NPI"":""9584980424""},{""NPI"":""0917283325""},{""NPI"":""9503188946""},{""NPI"":""6410306830""},{""NPI"":""3274698784""}]",0957005938,3/3/2019,platea dictumst morbi vestibulum velit,Cachadinha
8589162788,"[{""NPI"":""7511762123""},{""NPI"":""6835294825""},{""NPI"":""4324613613""},{""NPI"":""9040239207""},{""NPI"":""1482536870""}]",3459292658,1/24/2019,magnis dis parturient montes,Vagney
3412254525,"[{""NPI"":""9016129278""},{""NPI"":""1172238189""},{""NPI"":""6943013432""},{""NPI"":""0120954435""}]",7871822108,12/1/2018,mi integer ac,Bakovci
2615817787,"[{""NPI"":""7667532974""},{""NPI"":""7927274589""},{""NPI"":""3682510400""}]",7625090589,4/18/2019,tellus in sagittis,Ŭiju
5911112973,"[{""NPI"":""1609004205""},{""NPI"":""3674094150""},{""NPI"":""2947368231""},{""NPI"":""4371174744""}]",9662919555,12/11/2018,sed ante vivamus tortor,Mukhen
8249014723,"[{""NPI"":""1346802653""},{""NPI"":""2339174686""}]",4261971756,3/30/2019,at turpis,Baja Mar
6679946328,"[{""NPI"":""0917432037""},{""NPI"":""5743580006""}]",3842431450,6/23/2019,aenean fermentum donec ut,Västerås
5911112973,"[{""NPI"":""5334498184""},{""NPI"":""7823301016""},{""NPI"":""2496698909""}]",4055437299,9/20/2019,sit amet sapien dignissim,Duyang
0769762670,"[{""NPI"":""0805024921""}]",8455704172,12/11/2018,eleifend luctus ultricies,Blažovice
9583672858,"[{""NPI"":""0543863719""}]",6023770552,1/1/2019,sed augue aliquam erat volutpat,Safakulevo
9406076462,"[{""NPI"":""5911112973""},{""NPI"":""3890684939""}]",8032559776,12/18/2018,sapien in sapien,Idkū
1537349686,"[{""NPI"":""7086233765""},{""NPI"":""2347406086""},{""NPI"":""1172238189""}]",8272810644,8/1/2019,arcu libero rutrum,Zheyuan
0361884230,"[{""NPI"":""4356686772""},{""NPI"":""8930406912""}]",5076583033,3/15/2019,tincidunt in leo maecenas pulvinar,Dřevohostice
2380819815,"[{""NPI"":""9916276722""},{""NPI"":""3147432173""}]",0758771752,4/18/2019,nisi eu orci,Nakhabino
7267330606,"[{""NPI"":""4684494373""},{""NPI"":""4703209128""},{""NPI"":""9016129278""},{""NPI"":""0316282510""}]",5345860961,9/3/2019,pede malesuada in,Kozy
9268921456,"[{""NPI"":""0221661883""}]",4271230463,6/26/2019,pulvinar lobortis est,Ban Chalong
8669403862,"[{""NPI"":""2519993871""},{""NPI"":""0769762670""},{""NPI"":""2046631331""},{""NPI"":""7147537114""},{""NPI"":""8034781126""}]",6341937542,6/9/2019,accumsan tortor quis turpis,Pinayagan Norte
8640861250,"[{""NPI"":""3059594066""},{""NPI"":""6760333810""},{""NPI"":""8817542679""},{""NPI"":""7387603766""},{""NPI"":""3195390361""}]",9198398450,9/19/2019,nam nulla integer pede,Si Sa Ket
1229100660,"[{""NPI"":""2572783916""},{""NPI"":""4408586110""}]",3815760798,11/1/2018,elementum nullam varius nulla facilisi,Valdemarsvik
2983937348,"[{""NPI"":""4489726945""},{""NPI"":""1893603520""}]",4325268964,9/28/2019,tempus vivamus in felis,Duncan
1687900337,"[{""NPI"":""2496698909""},{""NPI"":""0784719691""},{""NPI"":""1758761954""},{""NPI"":""5505496563""}]",3268939661,11/25/2018,nulla suspendisse potenti cras,Boise
8203876080,"[{""NPI"":""0306248255""},{""NPI"":""4026044416""},{""NPI"":""6835294825""},{""NPI"":""6061763980""},{""NPI"":""6736083516""}]",6638526506,7/3/2019,vulputate justo,Tsalgar
6221089832,"[{""NPI"":""9598638693""},{""NPI"":""3363262787""},{""NPI"":""2983937348""}]",9534979948,9/8/2019,sodales scelerisque,Slatina
7868420863,"[{""NPI"":""0536506000""},{""NPI"":""0047361956""},{""NPI"":""2613282886""},{""NPI"":""1067006788""},{""NPI"":""1968499628""}]",8736276138,1/24/2019,nibh fusce lacus purus aliquet,Sapadun
5984020769,"[{""NPI"":""9326646025""},{""NPI"":""8669403862""},{""NPI"":""8653009183""}]",9072870757,10/15/2019,libero quis orci nullam,Huangtudian
3976588849,"[{""NPI"":""6063662731""},{""NPI"":""4092128347""},{""NPI"":""1784679844""}]",9828374265,7/12/2019,in faucibus orci luctus,Saint Croix
9260897807,"[{""NPI"":""5824909253""},{""NPI"":""1709404426""},{""NPI"":""6878406951""}]",8483258393,6/6/2019,praesent blandit lacinia,Darłowo
9689424033,"[{""NPI"":""6678092945""}]",7260166028,3/26/2019,dapibus at diam nam tristique,Jakartovice
7535485235,"[{""NPI"":2099272956}]",7689137697,12/25/2018,ipsum dolor sit amet consectetuer,Aţ Ţawīlah
7086233765,"[{""NPI"":""5882901839""}]",1950094926,7/9/2019,quam a odio,Legok
7888350801,"[{""NPI"":""4851637896""},{""NPI"":""9709431773""},{""NPI"":""1224777417""},{""NPI"":""3431218679""},{""NPI"":""7875570840""}]",7158195372,4/16/2019,arcu adipiscing molestie hendrerit at,Kochetok
9503188946,"[{""NPI"":""4037130068""}]",0001820959,6/22/2019,auctor sed tristique,Maggotty
9595449903,"[{""NPI"":""4610275910""},{""NPI"":""7168089099""},{""NPI"":""3530163740""},{""NPI"":""6607519261""}]",9645367282,2/2/2019,non velit,Kinloch
0560581432,"[{""NPI"":""8202562279""},{""NPI"":""6770935260""}]",9482872398,5/17/2019,at velit vivamus,Kiloloran
4661071719,"[{""NPI"":""4105722700""},{""NPI"":""2696982910""},{""NPI"":""7576240857""}]",8129495938,2/20/2019,justo aliquam quis turpis,Fulu
5268831550,"[{""NPI"":""7562613214""},{""NPI"":""7501549400""},{""NPI"":""3178760393""},{""NPI"":""1784679844""}]",7523342751,6/13/2019,pretium iaculis diam erat fermentum,Tsil’na
4236706679,"[{""NPI"":""0242214002""},{""NPI"":""0917283325""},{""NPI"":""8202562279""}]",0668768380,1/13/2019,eget nunc donec quis orci,Abucay
1270474286,"[{""NPI"":""1016639112""},{""NPI"":""9473000162""},{""NPI"":4762755419},{""NPI"":""0605985987""},{""NPI"":""1777453291""}]",6371736347,7/25/2019,sit amet eros suspendisse,Guazhou
0316282510,"[{""NPI"":""3983213499""}]",0169122158,8/23/2019,sollicitudin mi,Shicheng
6410306830,"[{""NPI"":""5785628651""},{""NPI"":""3018306953""},{""NPI"":""2815572060""}]",1982857767,7/11/2019,odio odio,Entebbe
0857205943,"[{""NPI"":""2506404694""}]",0928783311,1/29/2019,vel lectus in quam fringilla,Almaznyy
2615817787,"[{""NPI"":""7387603766""},{""NPI"":""8735980214""},{""NPI"":""8403666667""},{""NPI"":""1016639112""}]",3173983337,9/27/2019,luctus cum sociis,København
2983494160,"[{""NPI"":""5703531667""},{""NPI"":""7469272615""},{""NPI"":""9791528772""},{""NPI"":""7620893571""}]",0318517213,12/14/2018,pede libero quis orci nullam,Weichanglu
4547095469,"[{""NPI"":""9582816570""},{""NPI"":""7482370919""},{""NPI"":""8733743665""},{""NPI"":""1303879697""}]",5745218536,4/29/2019,id lobortis convallis,Agarsin
5888373036,"[{""NPI"":""7147537114""}]",4325365402,6/2/2019,lacinia aenean sit,Bandhagen
8524732202,"[{""NPI"":3953606786},{""NPI"":""0090717546""}]",1777661041,3/27/2019,consequat metus sapien ut nunc,Nagpandayan
9296581907,"[{""NPI"":""5673774869""},{""NPI"":""0189859199""},{""NPI"":""5725541533""},{""NPI"":""7511762123""}]",2794986047,9/28/2019,lectus pellentesque,Vodnyy
5929901651,"[{""NPI"":""3152559577""},{""NPI"":""2983494160""}]",8569754874,4/10/2019,in faucibus orci luctus et,Shikhazany
1242997695,"[{""NPI"":""0412527561""},{""NPI"":""1699710619""},{""NPI"":""0134892658""}]",0924711196,12/15/2018,quam suspendisse potenti nullam,Saint Louis
1505044200,"[{""NPI"":""3530163740""},{""NPI"":""3840263980""}]",4256404727,8/29/2019,amet nunc viverra dapibus nulla,El Potrero
4851637896,"[{""NPI"":""4701872040""},{""NPI"":""1721474927""},{""NPI"":""9335408220""},{""NPI"":""9041868070""},{""NPI"":""1065893191""}]",9027758741,10/25/2018,pulvinar lobortis est,Puchong
3054037185,"[{""NPI"":""5691009958""},{""NPI"":""1755355297""},{""NPI"":""2871961360""},{""NPI"":""3914371749""}]",5395985890,10/12/2019,pellentesque quisque porta volutpat,Fabianki
8595280819,"[{""NPI"":""6410306830""},{""NPI"":""3142067604""},{""NPI"":""7839976166""},{""NPI"":""9054754559""}]",5748546886,5/17/2019,vel lectus in quam fringilla,Waiwukak
1087967872,"[{""NPI"":""9375785084""},{""NPI"":""8524732202""}]",4237964972,4/12/2019,ac enim in,Åkersberga
1537349686,"[{""NPI"":""6063662731""},{""NPI"":""7168740733""}]",9090947440,7/7/2019,primis in faucibus orci,Storvik
3488533972,"[{""NPI"":""2100427393""}]",7063492963,8/21/2019,sollicitudin vitae consectetuer eget,Oslo
8140640816,"[{""NPI"":""5297768136""},{""NPI"":""2911636015""},{""NPI"":""7857315885""}]",7411443096,1/6/2019,sem sed,Morrelgonj
9039984212,"[{""NPI"":""1944138749""},{""NPI"":""3490696336""}]",4531993458,9/23/2019,tempus sit,Portela
4344885791,"[{""NPI"":""0525803807""}]",5556815547,11/21/2018,nullam varius nulla facilisi,Pabean
5829196514,"[{""NPI"":""0359962181""},{""NPI"":""4014188493""},{""NPI"":""1857504992""},{""NPI"":""3573888313""}]",1027089510,3/25/2019,rhoncus aliquet,Blagodatnoye
5581747385,"[{""NPI"":""3789463159""},{""NPI"":""3412254525""},{""NPI"":""2385003090""}]",5200524103,6/15/2019,ut at dolor,San Diego
5336862274,"[{""NPI"":""9588089719""},{""NPI"":""1016639112""},{""NPI"":""5772835807""},{""NPI"":""5391262070""},{""NPI"":9392991037}]",8006644293,4/6/2019,in magna bibendum,Raposos
9238363994,"[{""NPI"":""8467173157""},{""NPI"":""1831256479""},{""NPI"":""8050037738""}]",5265235208,6/25/2019,pellentesque eget nunc donec quis,Sigli
9503188946,"[{""NPI"":""4757153597""},{""NPI"":""2154956785""},{""NPI"":""8237497406""},{""NPI"":""0781825741""}]",5496954685,11/14/2018,morbi vestibulum velit,Hongqi
6267007324,"[{""NPI"":""2583540181""},{""NPI"":""2599555183""}]",4810047165,9/17/2019,vivamus tortor duis mattis,Cicuco
7168740733,"[{""NPI"":""0769206360""}]",3262716035,5/31/2019,rhoncus sed,Chicoana
0359962181,"[{""NPI"":""7350914989""},{""NPI"":""6182487380""},{""NPI"":""1277357870""},{""NPI"":""4092247338""},{""NPI"":""9296581907""}]",0607513480,8/10/2019,felis fusce posuere,Fucheng
5340844811,"[{""NPI"":""0361884230""}]",5335489582,3/4/2019,amet nulla quisque arcu,Huddinge
4138512330,"[{""NPI"":""8177673084""},{""NPI"":""4356686772""},{""NPI"":""7216000161""}]",0746334010,8/7/2019,nulla nisl nunc nisl,Lorino
4697857933,"[{""NPI"":""6501681073""},{""NPI"":""7903195441""},{""NPI"":""3821385650""}]",0475745033,7/18/2019,in magna bibendum imperdiet nullam,Tha Yang
2612135855,"[{""NPI"":""7387603766""},{""NPI"":""0776164376""},{""NPI"":""4738495038""},{""NPI"":""1490008179""}]",8156361653,12/10/2018,eu interdum eu tincidunt in,Stepojevac
1938216857,"[{""NPI"":""2154956785""}]",2594339327,7/14/2019,nulla elit,Envigado
7044669506,"[{""NPI"":""6411633177""}]",6745513946,11/5/2018,aliquam augue quam sollicitudin vitae,Saki
0082427135,"[{""NPI"":""9158908625""},{""NPI"":""6682606990""},{""NPI"":""6551327125""}]",1436300430,3/22/2019,lacus morbi sem mauris,Palencia
5303135381,"[{""NPI"":""6383124242""},{""NPI"":""1581686382""},{""NPI"":""8735784962""},{""NPI"":""0014579480""}]",8678221878,5/19/2019,lacus morbi quis,‘Ubāl
6218929833,"[{""NPI"":""2381338020""},{""NPI"":""0138032904""},{""NPI"":""4344885791""},{""NPI"":""2854079868""}]",2710607997,9/30/2019,lorem ipsum,Guayabal
8662872735,"[{""NPI"":""1740187172""}]",9925573460,7/6/2019,morbi vel lectus in,Willowdale
1758761954,"[{""NPI"":""1231842768""},{""NPI"":""5991364923""},{""NPI"":""2163964876""},{""NPI"":""5326835592""}]",7216652208,10/27/2018,erat id,Arlington
4070783660,"[{""NPI"":""5391262070""},{""NPI"":""0371853672""},{""NPI"":""0153500174""},{""NPI"":""7954677850""},{""NPI"":""0804118469""}]",9747103858,6/8/2019,dui vel,Wawrzeńczyce
0211496081,"[{""NPI"":""1082842753""}]",9751272166,5/13/2019,et ultrices,Marinići
7192349216,"[{""NPI"":""7803729053""},{""NPI"":""3530163740""},{""NPI"":""2242581422""},{""NPI"":""2335800051""}]",4726903417,2/8/2019,posuere nonummy integer non,Pervoavgustovskiy
0211496081,"[{""NPI"":""3529719129""},{""NPI"":""6359885034""},{""NPI"":""9535618334""}]",1336804554,4/13/2019,luctus et ultrices posuere cubilia,Tupã
3107937762,"[{""NPI"":""8885204430""},{""NPI"":""2076572457""},{""NPI"":""0704078880""},{""NPI"":""1574979531""},{""NPI"":""8744723539""}]",3116992480,4/22/2019,integer ac neque duis,Bilajari
6169972033,"[{""NPI"":""2098530579""},{""NPI"":""3374299571""},{""NPI"":""0458069760""},{""NPI"":""3866821786""},{""NPI"":""5813207724""}]",3722447850,4/3/2019,urna ut tellus nulla,Honglu
6851194791,"[{""NPI"":""1953564151""},{""NPI"":""5340844811""},{""NPI"":""6677892670""}]",6338090633,4/6/2019,posuere cubilia curae mauris viverra,Moravče
0761842233,"[{""NPI"":""6563491553""}]",6468471714,5/16/2019,dictumst maecenas ut,Cunday
3363262787,"[{""NPI"":""1303879697""},{""NPI"":""7714899778""},{""NPI"":""3142067604""},{""NPI"":""0361884230""}]",0087190270,9/23/2019,et ultrices posuere cubilia curae,Banjar Tengah
2094095304,"[{""NPI"":""6676168707""}]",9048082316,4/26/2019,lorem quisque,Tangga’an
9591791461,"[{""NPI"":""6727825513""}]",0415620803,5/2/2019,nulla tempus,Černošice
1867394928,"[{""NPI"":""0917432037""}]",7132792696,5/4/2019,sapien arcu,Turba
0355213559,"[{""NPI"":""8269024465""}]",0069335549,10/18/2019,ut tellus nulla ut erat,Bystré
7428180848,"[{""NPI"":""8269024465""},{""NPI"":""3548726984""},{""NPI"":""3214812874""},{""NPI"":""1670762823""},{""NPI"":""4975961342""}]",4348414557,1/7/2019,quam a odio in,Yuzhou
9587376919,"[{""NPI"":""7332735520""},{""NPI"":""8209242768""},{""NPI"":""9406076462""},{""NPI"":""3460548843""},{""NPI"":""4561212906""}]",8595222907,2/23/2019,eleifend donec ut,San Isidro
3976588849,"[{""NPI"":""8050037738""},{""NPI"":""6818637140""},{""NPI"":""0242094686""},{""NPI"":""4082573690""}]",5948337831,8/16/2019,ridiculus mus etiam,Paraíba do Sul
5299571720,"[{""NPI"":7210385843},{""NPI"":""8082475544""},{""NPI"":""3274698784""}]",2820276507,3/12/2019,maecenas pulvinar lobortis est,Bilajari
8097795310,"[{""NPI"":""8064436516""}]",6468849356,1/24/2019,nulla nunc,Bogale
9882809901,"[{""NPI"":""2225887047""},{""NPI"":""3142067604""},{""NPI"":""1053627920""},{""NPI"":""8595280819""},{""NPI"":""3101581397""}]",5341580956,1/13/2019,dui vel,Mirandopólis
1744868565,"[{""NPI"":""9054307080""}]",7175666914,10/10/2019,ac consequat metus sapien,Orocué
6734301958,"[{""NPI"":""1597850187""}]",5671324410,8/29/2019,fermentum justo nec condimentum neque,Mamedkala
0134892658,"[{""NPI"":""1784679844""},{""NPI"":""8930406912""}]",4777298015,7/31/2019,in lacus curabitur,At Tibnī
0425479188,"[{""NPI"":""0704371235""},{""NPI"":""9817604209""},{""NPI"":""0597646872""},{""NPI"":""5337850318""},{""NPI"":""6770935260""}]",3863063689,12/14/2018,eget eros elementum pellentesque quisque,Bébédja
4661071719,"[{""NPI"":""0268708940""},{""NPI"":""0890343969""}]",0445798620,6/24/2019,ac leo,Petropavlivka
8280153497,"[{""NPI"":""2905796464""},{""NPI"":""0418262446""},{""NPI"":""0194595889""},{""NPI"":""9583672858""},{""NPI"":""9312685791""}]",8362379333,9/14/2019,cras non,Balong Wetan
4959772158,"[{""NPI"":""3925614427""},{""NPI"":""7330842532""}]",9942357861,6/13/2019,eu tincidunt in leo maecenas,Nong Hin
8741084446,"[{""NPI"":""1504447093""},{""NPI"":""3488533972""}]",5382855560,10/14/2019,varius nulla facilisi cras non,Laidian
1944885390,"[{""NPI"":""4892584835""},{""NPI"":""7903195441""},{""NPI"":""1505044200""},{""NPI"":""1798477564""}]",1415578779,9/30/2019,ut nunc,Tatebal
1867394928,"[{""NPI"":""3573888313""},{""NPI"":""4408586110""},{""NPI"":""0014579480""}]",0842591030,3/16/2019,ut nunc vestibulum ante,Dokuchayevs’k
